claim_id,is_fraud,group_id,name,phone,address,bank_account,hospital,age,gender,occupation,region,marital_status,driving_years,annual_income,accident_type,accident_date,accident_season,accident_time,accident_weather,vehicle_age,vehicle_type,vehicle_value,coverage_type,policy_premium,policy_duration,past_claims_count,past_claims_total,past_fraud_count,medical_expense,vehicle_repair_cost,third_party_injury,third_party_medical,third_party_property_damage,total_claim_amount,deductible,claim_amount,hospital_days,disability_level,police_report,witness_present,photos_provided,repair_invoice,medical_invoice,claim_processing_days,claim_ratio,expense_to_value_ratio,same_day_claim,high_value_ratio,suspicious_time,fraud_indicators
CLAIM00007376,0,,刘伟强,15053661038,武汉市渝中区文化路73号,6222167228985557,上海瑞金医院,33,男,教育工作者,华北,丧偶,7,169196,行人事故,2023-07-08,秋,日间,雾,4,轿车,202446,交强险,13144,3,0,0,0,3696,17685,0,0,3586,24967,2000,22967,5,0,1,0,1,0,0,32,1.7473371880706026,0.12332671428430297,0,0,0,1
CLAIM00004507,0,,陈霞,18881868624,苏州市福田区中山路216号,6227869170147053,附属医院,36,男,服务业,华南,离异,14,199269,行人事故,2023-11-14,冬,日间,雾,4,摩托车,226661,商业险-基本,8265,1,0,0,0,7549,27277,1,6200,3688,44714,0,44714,0,0,0,1,0,1,1,1,5.410042347247429,0.19727257887329536,1,0,0,2
CLAIM00005215,0,,徐杰,13853645922,长沙市浦东新区科技路228号,6222905374159848,同济医院,38,男,自由职业,华东,离异,16,369179,追尾事故,2023-02-21,春,早高峰,雨,11,摩托车,249455,商业险-全险,9219,1,0,0,0,4851,17190,1,10003,2263,34307,0,34307,5,4,1,1,0,0,1,10,3.721336370539104,0.13752781062716724,0,0,0,0
CLAIM00006030,0,,黄娜,15085059225,深圳市鼓楼区科技路281号,6217914269529778,广州中山医院,51,男,退休人员,华北,离异,33,173994,火灾,2023-04-14,夏,日间,冰雹,2,摩托车,247656,交强险,18951,1,1,4520,0,10387,29116,0,0,2721,42224,2000,40224,4,5,0,0,0,0,1,56,2.1225265157511477,0.1704945569661143,0,0,0,2
CLAIM00001781,0,,孙强静,13634542174,天津市福田区长江路98号,6216454867525270,宣武医院,18,男,学生,东北,未婚,0,61631,追尾事故,2023-05-07,夏,夜间,晴,6,SUV,215343,商业险-全险,15989,2,0,0,0,1389,32867,1,16471,5106,55833,2000,53833,0,0,1,0,1,0,1,30,3.3668772280943147,0.2592747384405344,0,0,1,2
CLAIM00005448,0,,陈磊,15158215367,重庆市洪山区珠江路833号,6217779535706251,解放军总医院,33,女,企业高管,西北,已婚,12,116104,火灾,2023-08-29,秋,夜间,冰雹,3,客车,233351,综合险,15028,2,2,22932,0,3224,22055,0,0,4076,29355,5000,24355,0,0,0,0,1,0,0,9,1.6206414692573863,0.12579761818033777,0,0,0,2
CLAIM00004607,0,,马磊,18966486134,杭州市渝中区文化路857号,6226176941443130,北京协和医院,18,女,其他,东北,已婚,0,194907,侧面碰撞,2023-06-07,夏,日间,晴,2,货车,141991,商业险-基本,8997,1,0,0,0,6276,9881,0,0,0,16157,1000,15157,0,0,1,0,0,0,0,55,1.6846726686673335,0.11378890211351424,0,0,0,1
CLAIM00006915,0,,陈强,13757152002,西安市浦东新区科技路403号,6226608537247061,瑞金医院,26,女,教育工作者,西南,离异,4,132548,盗窃,2023-03-16,春,晚高峰,雪,7,货车,208566,综合险,7397,1,1,5451,0,4938,6877,0,0,1969,13784,1000,12784,0,0,0,0,1,1,0,38,1.7282682168446668,0.06608939136772053,0,0,0,2
CLAIM00000677,1,,周秀英,15948242083,杭州市西湖区文化路388号,6227712489005790,第一人民医院,26,男,办公室职员,华北,丧偶,4,155238,追尾事故,2023-03-18,春,晚高峰,晴,2,轿车,93044,商业险-全险,2756,3,0,0,0,19880,42726,1,10094,0,72700,5000,67700,4,4,0,1,0,0,0,56,24.564586357039186,0.7813507587807919,0,1,1,3
CLAIM00003583,0,,陈娟平,13624871813,成都市鼓楼区人民路128号,6216491089588974,华西医院,63,女,其他,西南,未婚,45,30000,追尾事故,2023-01-12,春,早高峰,晴,6,货车,50000,商业险-基本,3213,1,0,0,0,3001,19919,0,0,1273,24193,500,23693,3,0,0,0,0,1,1,56,7.374105197634609,0.48386,0,0,0,2
CLAIM00003654,0,,胡洋丽,15017765437,郑州市鼓楼区松花江路338号,6221956850333009,同济医院,53,男,学生,华东,已婚,30,234452,其他,2023-08-25,秋,日间,雨,4,SUV,175064,交强险,8179,2,4,35100,0,10401,13769,1,16865,1773,42808,500,42308,2,3,1,0,0,0,1,46,5.172759506052085,0.2445277155783028,0,0,0,1
CLAIM00007921,0,,朱伟涛,18822998872,成都市福田区建设路306号,6227297683179071,人民医院,22,女,医疗工作者,西南,已婚,2,30000,其他,2023-07-03,秋,夜间,雨,0,摩托车,171384,商业险-基本,4969,3,0,0,0,13402,18730,1,7754,8845,48731,1000,47731,2,0,0,0,0,0,0,40,9.60575568524854,0.2843380945712552,0,0,0,2
CLAIM00009500,0,,吴芳,13858832501,苏州市西湖区解放路616号,6226246184192872,解放军总医院,82,男,服务业,华中,丧偶,59,186771,其他,2023-09-15,秋,早高峰,雨,0,轿车,210287,商业险-基本,10657,1,3,16296,0,5003,27946,0,0,3782,36731,0,36731,3,1,1,1,1,1,0,1,3.4466547808951864,0.17467080703990262,1,0,0,1
CLAIM00002733,0,,孙静伟,13669688253,苏州市福田区长江路402号,6226335882182687,广州中山医院,53,女,退休人员,华东,离异,27,202754,多 vehicle 事故,2023-03-11,春,晚高峰,晴,1,轿车,243626,商业险-基本,14649,3,5,6370,0,3848,13854,0,0,1053,18755,2000,16755,3,2,0,1,0,0,1,35,1.1437640794593487,0.07698275225140173,0,0,1,2
CLAIM00004788,0,,马勇伟,13680654205,武汉市天河区长江路46号,6217343355046863,第一人民医院,41,女,医疗工作者,华中,丧偶,22,187034,多 vehicle 事故,2023-03-02,春,早高峰,雨,8,货车,215327,综合险,5034,3,1,8030,0,7317,23994,0,0,3917,35228,1000,34228,3,0,0,1,0,1,0,20,6.799364322606277,0.16360233505319816,0,0,0,1
CLAIM00002755,0,,徐艳静,18946715057,西安市渝中区长江路575号,6226200920921768,上海瑞金医院,55,女,教育工作者,西南,丧偶,34,305155,翻滚事故,2023-07-23,秋,日间,冰雹,4,摩托车,242199,综合险,18448,3,0,0,0,1442,0,1,6933,2358,10733,5000,5733,5,4,1,0,1,1,1,55,0.31076539462272335,0.044314798987609365,0,0,0,1
CLAIM00002338,0,,周娟磊,15165566395,南京市朝阳区人民路431号,6222259379982415,中心医院,26,男,技术工人,东北,已婚,6,261776,其他,2023-11-14,冬,晚高峰,冰雹,1,货车,145260,商业险-基本,8089,2,2,-986,0,4396,15767,0,0,10632,30795,1000,29795,6,1,1,0,1,0,1,10,3.683397206082334,0.21199917389508469,0,0,0,1
CLAIM00003644,0,,吴明,13754411459,武汉市西湖区黄河路911号,6225784227387607,宣武医院,67,男,自由职业,华南,未婚,49,91809,追尾事故,2023-03-11,春,日间,雾,7,新能源汽车,494364,交强险,15447,3,1,15995,0,4231,8920,1,16842,7050,37043,1000,36043,7,4,1,0,0,0,0,9,2.3333333333333335,0.07493061792525346,0,0,0,1
CLAIM00007738,0,,马娜,18848235536,广州市天河区长江路470号,6216697412919380,瑞金医院,52,女,学生,西北,离异,27,342616,翻滚事故,2023-09-15,秋,晚高峰,雪,1,新能源汽车,67531,综合险,3972,2,2,12436,0,3782,22806,1,19317,3557,49462,500,48962,5,1,1,0,0,0,0,27,12.326787512588117,0.7324339932771616,0,1,0,2
CLAIM00005517,0,,周伟涛,18842274495,郑州市南山区人民路53号,6228162285166828,宣武医院,30,男,退休人员,西南,已婚,12,191773,翻滚事故,2023-10-28,冬,夜间,晴,4,货车,105222,商业险-基本,7601,2,1,5129,0,0,0,1,13300,7364,20664,500,20164,3,5,1,0,1,0,1,41,2.652808840941981,0.19638478645150254,0,0,1,2
CLAIM00005247,0,,张娟,13862265277,南京市朝阳区松花江路970号,6226278666149924,上海瑞金医院,33,男,办公室职员,华中,离异,10,314829,侧面碰撞,2023-11-07,冬,夜间,雪,5,SUV,92021,综合险,2579,1,1,7628,0,3372,0,0,0,6832,10204,0,10204,0,0,0,1,0,0,0,33,3.9565723148507175,0.11088773214809663,0,0,0,1
CLAIM00000867,0,,黄洋霞,15886389580,深圳市海淀区解放路780号,6228318769144903,湘雅医院,41,女,退休人员,西北,未婚,20,91634,侧面碰撞,2023-02-12,春,夜间,晴,3,轿车,128930,交强险,4308,3,0,0,0,10303,24607,1,0,2705,37615,5000,32615,4,0,1,0,0,1,0,45,7.5707985143918295,0.29174745986194056,0,0,1,2
CLAIM00004448,0,,杨勇,13854536600,长沙市浦东新区解放路404号,6216452056472062,瑞金医院,27,男,服务业,西南,离异,0,120290,其他,2023-02-28,春,早高峰,冰雹,8,轿车,50000,商业险-基本,2802,3,1,13929,0,8494,0,0,0,1598,10092,1000,9092,6,2,1,1,1,1,1,52,3.2448251249107782,0.20184,0,0,0,0
CLAIM00005072,0,,张涛娟,13822664483,西安市和平区长江路393号,6225215211571006,瑞金医院,18,男,退休人员,华北,离异,0,96349,翻滚事故,2023-07-28,秋,夜间,晴,0,摩托车,161096,交强险,11090,2,1,12591,0,4434,24029,1,13529,3290,45282,0,45282,4,1,1,1,1,1,0,17,4.083137962128044,0.28108705368227643,0,0,1,1
CLAIM00004882,0,,马超娟,13938479659,苏州市朝阳区松花江路993号,6216539888116620,瑞金医院,36,男,办公室职员,东北,已婚,16,184683,追尾事故,2023-11-14,冬,晚高峰,雾,4,轿车,301343,商业险-全险,21867,2,1,5220,0,4481,15054,1,6478,5560,31573,1000,30573,7,1,0,0,1,1,0,1,1.3981341747839209,0.10477429374500154,1,0,0,3
CLAIM00009511,0,,周平伟,15025028277,天津市南山区科技路846号,6225540093478208,华西医院,18,女,企业高管,西南,已婚,0,166734,火灾,2023-02-12,春,日间,雪,3,摩托车,237055,交强险,7081,3,2,10446,0,2577,23430,0,0,5578,31585,1000,30585,7,0,0,1,1,1,0,38,4.319305182883774,0.13323912172280694,0,0,0,1
CLAIM00003003,0,,杨静丽,13851032565,北京市和平区珠江路385号,6221353157001478,中心医院,52,男,企业高管,华北,离异,29,230595,追尾事故,2023-01-10,春,晚高峰,雪,6,客车,50000,商业险-全险,3812,3,1,13361,0,3015,12278,1,5950,6193,27436,5000,22436,14,3,1,1,1,1,0,37,5.885624344176286,0.54872,0,1,0,1
CLAIM00002226,0,,赵芳,13741747371,深圳市朝阳区人民路354号,6217872889184291,宣武医院,53,男,医疗工作者,西南,已婚,28,195390,侧面碰撞,2023-10-05,冬,早高峰,晴,5,摩托车,243592,商业险-全险,13125,2,1,6967,0,4458,20143,1,4143,1474,30218,5000,25218,0,0,0,1,0,0,1,19,1.9213714285714285,0.12405169299484384,0,0,0,1
CLAIM00009057,0,,刘敏,13772203321,广州市鼓楼区长江路899号,6221865511598394,中心医院,41,男,教育工作者,西北,离异,22,174324,追尾事故,2023-06-03,夏,日间,雪,8,新能源汽车,50000,商业险-全险,1194,3,2,8334,0,9179,6342,1,0,9413,24934,2000,22934,0,0,0,1,0,0,1,9,19.207705192629817,0.49868,0,0,0,1
CLAIM00004827,0,,马秀英,18973788903,北京市浦东新区解放路983号,6221187541836021,附属医院,35,男,其他,华北,丧偶,11,144868,翻滚事故,2023-10-31,冬,夜间,雪,0,SUV,248602,综合险,11734,3,0,0,0,2154,4263,1,6020,5893,18330,2000,16330,5,0,1,0,1,1,0,21,1.391682290778933,0.07373231108357937,0,0,0,1
CLAIM00007622,0,,张霞艳,15126541425,深圳市和平区解放路18号,6222129254387943,中心医院,28,男,办公室职员,华南,未婚,7,69050,火灾,2023-10-19,冬,日间,雾,1,摩托车,137480,综合险,3803,2,2,21386,0,5920,11760,0,0,2697,20377,500,19877,5,0,1,1,1,0,0,46,5.226663160662635,0.14821792260692465,0,0,0,0
CLAIM00009690,0,,徐军,18991152228,上海市鼓楼区科技路868号,6226491921361790,广州中山医院,41,女,其他,华东,离异,19,118737,翻滚事故,2023-06-17,夏,早高峰,雨,9,客车,245732,商业险-全险,8545,3,1,11752,0,9801,23764,1,9925,5984,49474,1000,48474,11,5,1,1,1,0,0,44,5.672791105909889,0.20133315970244006,0,0,0,0
CLAIM00005501,0,,黄秀英伟,18888434607,杭州市朝阳区中山路641号,6216659550084875,上海瑞金医院,35,女,教育工作者,华南,未婚,11,191570,多 vehicle 事故,2023-01-20,春,早高峰,冰雹,7,轿车,228140,商业险-全险,9698,2,1,12016,0,6364,21406,0,0,3893,31663,2000,29663,3,1,1,0,0,1,0,50,3.0586718911115693,0.1387875865696502,0,0,0,1
CLAIM00009701,0,,吴勇伟,13863544143,长沙市鼓楼区文化路765号,6216481228419581,解放军总医院,54,女,企业高管,华中,未婚,34,112739,其他,2023-09-16,秋,夜间,冰雹,0,货车,224315,商业险-基本,12990,3,0,0,0,8140,17080,0,0,853,26073,5000,21073,2,5,0,1,1,1,0,13,1.622247882986913,0.11623386755232597,0,0,0,1
CLAIM00008479,0,,马明,15953992841,武汉市福田区黄河路195号,6221587169641974,中心医院,35,男,办公室职员,东北,未婚,12,30000,侧面碰撞,2023-07-17,秋,日间,雪,7,客车,92177,综合险,6685,1,1,17566,0,4313,8283,1,10278,5399,28273,0,28273,7,2,1,1,1,0,1,33,4.229319371727748,0.30672510496110744,0,0,0,0
CLAIM00005503,0,,周涛,15160205686,西安市鼓楼区文化路702号,6227531259045266,上海瑞金医院,49,女,教育工作者,西南,已婚,30,47087,侧面碰撞,2023-02-09,春,夜间,冰雹,2,货车,410060,商业险-基本,26463,1,1,11916,0,7881,1784,1,2149,4243,16057,2000,14057,6,0,1,0,1,0,0,2,0.5311944979783093,0.03915768424133054,0,0,0,1
CLAIM00001211,0,,胡勇,13829177448,重庆市洪山区科技路616号,6216158013932172,广州中山医院,43,女,学生,华东,已婚,23,124652,侧面碰撞,2023-11-18,冬,早高峰,雪,3,轿车,158313,商业险-全险,9021,3,1,5946,0,4919,16686,0,0,5172,26777,2000,24777,6,5,1,0,0,1,1,28,2.746591286997007,0.16913961582434797,0,0,0,1
CLAIM00009084,0,,胡超,18919666472,天津市南山区文化路405号,6221930775738817,同济医院,41,女,企业高管,华南,已婚,21,64613,盗窃,2023-12-17,冬,晚高峰,雾,5,摩托车,222089,交强险,15950,1,2,32458,0,13674,12095,0,0,3976,29745,2000,27745,0,0,1,0,1,1,0,30,1.739498432601881,0.13393279270922917,0,0,0,1
CLAIM00002289,0,,胡平丽,15058281269,重庆市洪山区文化路588号,6216969649805341,解放军总医院,18,女,服务业,华北,未婚,0,139900,盗窃,2023-03-13,春,日间,雨,6,货车,76456,商业险-基本,4121,3,1,3544,0,8449,21144,1,12814,5905,48312,1000,47312,0,0,0,0,0,0,0,9,11.480708565882068,0.6318928534058805,0,1,0,3
CLAIM00002184,0,,周芳,13621417976,南京市渝中区黄河路90号,6226556221909502,解放军总医院,49,男,医疗工作者,华东,离异,30,129643,侧面碰撞,2023-08-04,秋,早高峰,雪,8,新能源汽车,234734,交强险,15475,1,3,19875,0,586,30452,0,0,6521,37559,2000,35559,5,1,0,0,0,0,1,39,2.2978352180936996,0.1600066458203754,0,0,0,2
CLAIM00002863,0,,张勇明,18961235978,广州市和平区黄河路741号,6216106266859476,解放军总医院,60,男,其他,西南,离异,33,138590,盗窃,2023-04-30,夏,早高峰,冰雹,2,轿车,148732,商业险-基本,6318,1,0,0,0,8591,21668,0,0,1002,31261,1000,30261,13,4,1,1,0,1,1,52,4.789648622981956,0.21018341715300004,0,0,0,0
CLAIM00006862,0,,赵超,13697859630,苏州市武侯区文化路226号,6228429733004624,解放军总医院,41,女,退休人员,华中,离异,17,175511,追尾事故,2023-06-06,夏,晚高峰,雾,7,轿车,69764,综合险,2877,2,2,24924,0,7582,5669,0,0,2218,15469,5000,10469,0,0,0,1,1,1,1,19,3.6388599235314563,0.22173327217476063,0,0,0,1
CLAIM00002363,0,,孙静娜,15935311104,苏州市南山区长江路940号,6227718440273327,瑞金医院,37,男,退休人员,西北,丧偶,15,71565,火灾,2023-10-29,冬,晚高峰,雾,5,SUV,379952,交强险,11347,1,1,7151,0,3611,7624,0,0,6139,17374,5000,12374,1,4,0,0,1,0,1,7,1.0905085044505156,0.04572682865204026,0,0,0,2
CLAIM00008464,0,,吴敏军,18964021000,杭州市和平区长江路460号,6222580493252086,北京协和医院,48,男,医疗工作者,西南,离异,24,30000,行人事故,2023-11-15,冬,夜间,晴,6,SUV,255738,综合险,16654,1,2,276,0,6604,2780,0,0,1696,11080,0,11080,4,4,0,1,0,0,1,22,0.6653056322805332,0.043325591034574444,0,0,1,2
CLAIM00006333,0,,徐军,15876472903,武汉市南山区珠江路356号,6228853489578643,附属医院,48,男,企业高管,西南,已婚,23,166029,自然灾害,2023-07-22,秋,日间,晴,2,摩托车,50000,商业险-基本,3325,1,1,4251,0,7244,15653,0,0,1,22898,2000,20898,5,3,1,0,0,1,0,54,6.285112781954887,0.45796,0,0,0,1
CLAIM00004065,0,,黄敏勇,15929844524,天津市鼓楼区人民路311号,6225594987101214,第一人民医院,45,女,学生,华东,已婚,18,347969,多 vehicle 事故,2023-03-25,春,晚高峰,冰雹,8,客车,324593,综合险,24195,2,0,0,0,6607,18741,1,3178,3739,32265,5000,27265,1,5,0,0,0,0,0,32,1.126885720190122,0.09940140422005404,0,0,0,2
CLAIM00009547,0,,周涛勇,15063088089,北京市武侯区中山路300号,6228973013064555,北京协和医院,76,女,教育工作者,华中,已婚,51,168378,侧面碰撞,2023-10-23,冬,日间,雪,3,轿车,203730,商业险-全险,5826,2,0,0,0,9181,15952,0,0,7091,32224,0,32224,4,5,0,0,1,1,0,21,5.531067627875043,0.15817012712904335,0,0,0,2
CLAIM00000618,1,,徐伟,15954812428,杭州市天河区松花江路180号,6222122078407462,上海瑞金医院,31,男,服务业,东北,已婚,11,151997,火灾,2023-01-21,春,日间,雾,8,客车,50000,交强险,2668,2,2,6774,2,1185,23934,1,8361,12556,46036,0,46036,11,4,1,0,0,0,0,31,17.25487256371814,0.92072,0,1,0,3
CLAIM00003282,0,,刘敏,18933523944,广州市天河区松花江路69号,6227975554041842,北京协和医院,40,女,退休人员,西北,已婚,20,235634,行人事故,2023-07-04,秋,日间,晴,6,客车,185676,商业险-全险,8413,1,2,18522,0,4043,8562,1,10553,7440,30598,2000,28598,0,0,0,1,1,0,1,26,3.399263045287056,0.16479243413257502,0,0,0,1
CLAIM00005227,0,,周强,18883611992,武汉市天河区解放路771号,6228941134053121,中心医院,18,男,自由职业,东北,丧偶,0,227508,追尾事故,2023-01-09,春,早高峰,雪,8,SUV,119388,综合险,6653,2,0,0,0,4718,14779,0,0,5605,25102,0,25102,10,2,1,0,0,0,0,20,3.7730347211784157,0.21025563708245384,0,0,0,1
CLAIM00003398,0,,吴静,15832659845,成都市朝阳区解放路804号,6228851126516945,上海瑞金医院,35,男,办公室职员,华东,离异,13,137828,火灾,2023-07-13,秋,日间,雾,9,客车,126514,综合险,4705,1,0,0,0,6635,0,0,0,2148,8783,1000,7783,2,2,0,0,1,1,0,53,1.6541976620616365,0.06942314684540841,0,0,0,2
CLAIM00003066,0,,李芳,13899296788,杭州市天河区松花江路92号,6225872768657642,中医院,42,男,学生,西北,离异,21,148878,多 vehicle 事故,2023-10-19,冬,晚高峰,雾,5,SUV,118556,交强险,9360,3,2,28002,0,2618,33937,1,4017,6221,46793,5000,41793,9,4,1,0,0,1,1,43,4.465064102564103,0.3946911164344276,0,0,0,1
CLAIM00000767,1,,吴军,15992668878,重庆市南山区科技路85号,6226777660809141,宣武医院,18,女,办公室职员,西北,已婚,0,154431,侧面碰撞,2023-02-18,春,日间,晴,6,SUV,117159,商业险-全险,6640,1,2,4224,2,17408,47760,0,0,3199,68367,0,68367,0,0,1,0,1,1,1,50,10.296234939759037,0.5835403170050957,0,1,0,3
CLAIM00007079,0,,马强超,13682413580,上海市浦东新区文化路624号,6217609866717924,中心医院,41,女,学生,华中,未婚,15,120251,自然灾害,2023-01-24,春,晚高峰,晴,8,SUV,227621,商业险-全险,12765,1,0,0,0,3845,15713,0,0,7916,27474,0,27474,9,5,1,1,0,1,0,26,2.1522914218566394,0.12070063834180501,0,0,1,1
CLAIM00005280,0,,张艳,15032484404,天津市武侯区珠江路400号,6216466791856049,中医院,49,男,办公室职员,华南,离异,24,108946,盗窃,2023-01-01,春,夜间,雾,3,客车,214029,商业险-基本,12921,1,0,0,0,3133,20422,1,18701,5484,47740,0,47740,6,0,0,1,0,1,1,14,3.6947604674560792,0.22305388522116162,0,0,0,1
CLAIM00004150,0,,马超磊,13888694206,广州市鼓楼区科技路862号,6227870979766647,广州中山医院,37,男,办公室职员,西南,丧偶,15,139750,行人事故,2023-11-05,冬,日间,冰雹,0,货车,214390,商业险-基本,7345,1,2,31798,0,4500,10504,0,0,9069,24073,500,23573,0,0,0,1,0,0,0,58,3.2093941456773316,0.11228602080320911,0,0,0,1
CLAIM00001145,0,,赵涛,13837002747,重庆市鼓楼区珠江路899号,6225405825272635,华西医院,31,男,医疗工作者,西北,离异,13,172276,自然灾害,2023-06-08,夏,夜间,晴,11,SUV,161301,综合险,9208,1,0,0,0,7314,14915,0,0,7178,29407,5000,24407,12,3,1,1,0,0,1,30,2.650629887054735,0.18231133098988847,0,0,1,1
CLAIM00004249,0,,刘军磊,15068869661,郑州市武侯区松花江路734号,6225868237126684,上海瑞金医院,34,男,企业高管,华中,已婚,11,164098,其他,2023-11-21,冬,晚高峰,雨,4,新能源汽车,175790,综合险,5877,2,0,0,0,8407,24296,0,0,2735,35438,1000,34438,0,0,0,0,0,0,0,42,5.859792411094095,0.20159280960236645,0,0,0,2
CLAIM00004111,0,,孙娟洋,15824357196,成都市西湖区文化路463号,6216559667726211,人民医院,75,女,技术工人,华中,未婚,51,217150,行人事故,2023-10-10,冬,晚高峰,雨,6,SUV,95234,综合险,3666,3,1,5792,0,7650,12985,0,0,3869,24504,1000,23504,1,5,0,1,1,0,1,27,6.411347517730497,0.25730306403175335,0,0,0,1
CLAIM00000463,1,,杨伟明,15063141256,西安市西湖区黄河路792号,6228528746731124,广州中山医院,64,女,教育工作者,华北,丧偶,35,147357,侧面碰撞,2023-11-18,冬,早高峰,冰雹,3,摩托车,182762,交强险,10507,1,5,23146,2,14179,29790,1,3993,2158,50120,5000,45120,0,0,0,0,1,1,0,18,4.2942800038069855,0.2742364386469835,0,0,0,3
CLAIM00002933,0,,王娟,13744054973,上海市渝中区文化路903号,6222879152091129,北京协和医院,63,男,企业高管,华北,未婚,41,44754,盗窃,2023-09-16,秋,日间,雨,5,客车,248160,商业险-基本,15279,1,1,-203,0,5679,29448,0,0,5741,40868,0,40868,0,0,0,0,0,0,1,8,2.67478238104588,0.16468407479045777,0,0,0,2
CLAIM00004624,0,,胡伟,13951803785,天津市武侯区长江路836号,6225666185549444,中心医院,18,男,办公室职员,华中,已婚,0,254366,盗窃,2023-05-14,夏,晚高峰,雪,6,轿车,136028,交强险,3797,3,0,0,0,8073,13189,1,12165,9883,43310,5000,38310,1,4,1,0,1,1,0,1,10.089544377139847,0.31839033140235834,1,0,0,2
CLAIM00003814,0,,马敏明,15918265087,北京市和平区人民路535号,6217662739407177,华西医院,27,男,退休人员,东北,已婚,4,215924,侧面碰撞,2023-08-02,秋,晚高峰,晴,3,摩托车,241148,商业险-全险,13984,2,0,0,0,3900,0,1,11904,10971,26775,5000,21775,3,1,0,0,1,0,0,54,1.557136727688787,0.11103139980426957,0,0,1,3
CLAIM00006309,0,,孙强,15122126393,西安市鼓楼区解放路891号,6217129671296702,北京协和医院,58,女,自由职业,东北,已婚,34,120802,行人事故,2023-11-14,冬,晚高峰,雨,0,新能源汽车,78347,综合险,4656,2,0,0,0,2318,13191,0,0,7509,23018,500,22518,7,5,0,1,1,1,0,27,4.836340206185567,0.2937955505635187,0,0,0,1
CLAIM00004342,0,,吴霞芳,18883088890,深圳市西湖区解放路590号,6222298969047524,人民医院,39,男,教育工作者,华东,已婚,17,85992,行人事故,2023-10-26,冬,日间,冰雹,2,轿车,264919,交强险,21173,3,0,0,0,3695,14431,0,0,4784,22910,1000,21910,2,0,1,0,1,0,0,46,1.0348084825012989,0.08647926347298608,0,0,0,1
CLAIM00005301,0,,胡静,13625217393,武汉市西湖区松花江路282号,6221344820041698,人民医院,34,男,自由职业,华北,丧偶,11,141175,单 vehicle 事故,2023-09-03,秋,日间,雾,10,SUV,106297,交强险,5524,3,0,0,0,7615,29403,1,5042,2863,44923,0,44923,8,5,0,0,1,1,1,28,8.132331643736423,0.422617759673368,0,0,0,2
CLAIM00006805,0,,吴丽,13638751760,郑州市洪山区黄河路351号,6225940187834937,华西医院,49,女,教育工作者,西北,离异,31,237448,行人事故,2023-03-13,春,晚高峰,雾,6,摩托车,273373,交强险,16819,2,0,0,0,6764,7378,1,1811,5207,21160,0,21160,3,5,1,1,1,0,0,1,1.2581009572507282,0.0774034012137263,1,0,0,1
CLAIM00003283,0,,赵霞涛,18937526617,郑州市朝阳区松花江路741号,6226670074769839,同济医院,48,男,自由职业,西南,未婚,25,83646,翻滚事故,2023-02-28,春,早高峰,雨,5,新能源汽车,145334,商业险-全险,10858,2,0,0,0,3053,30088,0,0,0,33141,500,32641,0,0,0,1,1,1,0,38,3.0061705654816726,0.22803335764514843,0,0,0,1
CLAIM00002575,0,,李杰敏,15991727398,苏州市鼓楼区黄河路525号,6221390054964218,附属医院,58,女,服务业,华南,未婚,34,133293,火灾,2023-03-06,春,晚高峰,雨,0,客车,53906,综合险,3526,2,2,22852,0,6222,38884,0,0,4697,49803,500,49303,0,0,1,1,0,1,0,2,13.982699943278503,0.9238860238192409,0,1,0,1
CLAIM00007962,0,,马强,15897237119,上海市浦东新区解放路713号,6225568699714109,中心医院,65,男,服务业,华东,丧偶,45,179075,盗窃,2023-10-21,冬,夜间,雪,2,SUV,191665,综合险,11853,2,1,7303,0,3015,10122,1,10999,1139,25275,1000,24275,4,3,1,1,1,0,0,13,2.04800472454231,0.13187071191923408,0,0,0,0
CLAIM00007880,0,,李霞,13911665375,天津市洪山区人民路534号,6225713797215161,瑞金医院,47,男,办公室职员,华南,丧偶,26,172702,翻滚事故,2023-03-13,春,晚高峰,冰雹,9,新能源汽车,52679,交强险,1497,1,3,-16803,0,7373,37631,1,625,0,45629,5000,40629,0,0,1,1,1,1,0,9,27.140280561122246,0.8661705803071432,0,1,0,1
CLAIM00000829,0,,赵娜霞,15130516166,郑州市武侯区松花江路147号,6228896577044463,华西医院,34,女,技术工人,东北,未婚,14,284880,多 vehicle 事故,2023-01-24,春,日间,雪,12,轿车,214328,商业险-全险,6058,1,0,0,0,9426,532,0,0,2911,12869,0,12869,0,0,0,0,0,1,0,22,2.124298448332783,0.060043484752342204,0,0,0,2
CLAIM00006487,0,,张霞明,18946453490,重庆市南山区黄河路387号,6222384819482646,附属医院,72,女,技术工人,西北,丧偶,45,169664,多 vehicle 事故,2023-09-25,秋,晚高峰,雪,6,SUV,125502,交强险,6461,3,1,9044,0,0,31082,1,3500,6244,40826,2000,38826,11,5,1,0,0,0,0,56,6.009286488159727,0.32530158881930166,0,0,0,1
CLAIM00007600,0,,王杰伟,15871118472,重庆市和平区建设路244号,6226621378805834,瑞金医院,22,女,企业高管,西北,未婚,1,267831,多 vehicle 事故,2023-04-18,夏,日间,冰雹,3,轿车,132932,商业险-基本,10168,1,2,27072,0,10592,7987,0,0,0,18579,5000,13579,0,0,0,1,0,0,1,45,1.3354642014162077,0.1397631871934523,0,0,0,1
